type,id,gebaseerd_op,merk,model,uitvoering,kleur,bouwjaar,carrosserie,brandstof,transmissie,zitplaatsen,deuren,vermogen_pk,verbruik_l_100km,actieradius_km,bagageruimte_liter,kilometerstand,aantal_vorige_eigenaren,conditie,aanschafprijs,marge_percentage,airconditioning,cruise_control,apple_carplay_android_auto,navigatiesysteem,parkeersensoren_achter,achteruitrijcamera,stoelverwarming,led_koplampen,keyless_entry,lane_assist,parkeersensoren_voor,adaptive_cruise_control,trekhaak,elektrische_achterklep,panoramadak,camera_360_graden,aantal_opties,opties_lijst,lease_24m_10000km,lease_24m_15000km,lease_24m_20000km,lease_24m_25000km,lease_24m_30000km,lease_36m_10000km,lease_36m_15000km,lease_36m_20000km,lease_36m_25000km,lease_36m_30000km,lease_48m_10000km,lease_48m_15000km,lease_48m_20000km,lease_48m_25000km,lease_48m_30000km,lease_60m_10000km,lease_60m_15000km,lease_60m_20000km,lease_60m_25000km,lease_60m_30000km
Nieuw,audi-a3-sportback-advanced-008,,Audi,A3 Sportback,Advanced,Groen metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,110,5.6,,350,0,0,Nieuw,46190,5,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,8,"navigatiesysteem, achteruitrijcamera, keyless entry, adaptive cruise control, panoramadak, airconditioning, cruise control, apple carplay android auto",679.64,709.96,740.27,770.58,800.9,657.77,688.09,718.39,748.7,779.02,646.83,677.14,707.46,737.77,768.09,640.27,670.58,700.9,731.21,761.52
Nieuw,audi-a3-sportback-advanced-009,,Audi,A3 Sportback,Advanced,Zwart,2026,Hatchback,Benzine,Handgeschakeld,5,5,110,5.6,,350,0,0,Nieuw,46440,5,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False,10,"navigatiesysteem, parkeersensoren achter, stoelverwarming, lane assist, adaptive cruise control, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",682.52,712.99,743.47,773.94,804.43,660.64,691.12,721.59,752.07,782.54,649.71,680.18,710.66,741.13,771.61,643.15,673.62,704.1,734.57,765.05
Nieuw,audi-a3-sportback-advanced-010,,Audi,A3 Sportback,Advanced,Grijs metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,110,5.6,,350,0,0,Nieuw,44290,5,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, airconditioning, cruise control, apple carplay android auto",657.8,686.87,715.93,745.0,774.06,635.92,664.99,694.05,723.12,752.19,624.99,654.06,683.12,712.18,741.25,618.43,647.49,676.56,705.62,734.69
Nieuw,audi-a3-sportback-advanced-011,,Audi,A3 Sportback,Advanced,Rood metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,110,5.6,,350,0,0,Nieuw,46440,5,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",682.52,712.99,743.47,773.94,804.43,660.64,691.12,721.59,752.07,782.54,649.71,680.18,710.66,741.13,771.61,643.15,673.62,704.1,734.57,765.05
Nieuw,audi-a3-sportback-advanced-012,,Audi,A3 Sportback,Advanced,Rood metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,110,5.6,,350,0,0,Nieuw,47090,5,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, trekhaak, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",690.0,720.9,751.8,782.7,813.6,668.12,699.02,729.92,760.83,791.73,657.18,688.09,718.99,749.89,780.79,650.62,681.52,712.43,743.33,774.23
Nieuw,audi-a3-sportback-advanced-013,,Audi,A3 Sportback,Advanced,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,110,5.6,,350,0,0,Nieuw,45990,5,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, keyless entry, panoramadak, airconditioning, cruise control, apple carplay android auto",677.34,707.52,737.71,767.89,798.07,655.47,685.65,715.83,746.01,776.19,644.53,674.71,704.9,735.07,765.26,637.97,668.15,698.33,728.51,758.7
Nieuw,audi-a4-avant-business-edition-001,,Audi,A4 Avant,Business Edition,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,60490,5,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,False,10,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, lane assist, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",844.06,883.75,923.45,963.14,1002.84,822.18,861.88,901.57,941.27,980.97,811.25,850.94,890.64,930.33,970.03,804.69,844.38,884.08,923.77,963.47
Nieuw,audi-a4-avant-business-edition-002,,Audi,A4 Avant,Business Edition,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,58690,5,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,6,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, panoramadak, airconditioning, cruise control",823.37,861.88,900.4,938.91,977.42,801.49,840.0,878.51,917.04,955.55,790.56,829.07,867.58,906.1,944.61,783.99,822.51,861.02,899.54,938.05
Nieuw,audi-a4-avant-business-edition-003,,Audi,A4 Avant,Business Edition,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,60990,5,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",849.81,889.83,929.86,969.89,1009.91,827.94,867.96,907.98,948.0,988.03,816.99,857.02,897.05,937.07,977.1,810.43,850.46,890.48,930.51,970.54
Nieuw,audi-a4-avant-business-edition-004,,Audi,A4 Avant,Business Edition,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,61540,5,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,10,"navigatiesysteem, parkeersensoren achter, led koplampen, adaptive cruise control, trekhaak, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",856.13,896.52,936.9,977.29,1017.67,834.26,874.64,915.02,955.42,995.8,823.32,863.71,904.09,944.48,984.86,816.75,857.15,897.53,937.91,978.3
Nieuw,audi-a4-avant-business-edition-005,,Audi,A4 Avant,Business Edition,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,56140,5,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,4,"stoelverwarming, led koplampen, airconditioning, apple carplay android auto",794.04,830.89,867.73,904.58,941.41,772.17,809.01,845.85,882.69,919.54,761.23,798.07,834.92,871.76,908.6,754.67,791.51,828.36,865.2,902.03
Nieuw,audi-a4-avant-business-edition-006,,Audi,A4 Avant,Business Edition,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,57040,5,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,5,"parkeersensoren achter, adaptive cruise control, trekhaak, airconditioning, apple carplay android auto",804.39,841.83,879.26,916.69,954.12,782.51,819.95,857.38,894.81,932.24,771.58,809.01,846.45,883.88,921.31,765.02,802.45,839.88,877.32,914.75
Nieuw,audi-a4-avant-business-edition-007,,Audi,A4 Avant,Business Edition,Zwart,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,56290,5,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,5,"led koplampen, camera 360 graden, airconditioning, cruise control, apple carplay android auto",795.77,832.71,869.65,906.59,943.53,773.89,810.83,847.77,884.72,921.66,762.96,799.9,836.84,873.78,910.72,756.4,793.34,830.28,867.22,904.16
Nieuw,audi-a4-avant-business-edition-008,,Audi,A4 Avant,Business Edition,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,57490,5,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,6,"navigatiesysteem, stoelverwarming, trekhaak, airconditioning, cruise control, apple carplay android auto",809.57,847.3,885.02,922.75,960.48,787.69,825.42,863.14,900.88,938.61,776.76,814.49,852.21,889.94,927.66,770.2,807.92,845.65,883.38,921.1
Nieuw,audi-a4-avant-business-edition-009,,Audi,A4 Avant,Business Edition,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,59590,5,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, camera 360 graden, airconditioning, cruise control, apple carplay android auto",833.71,872.81,911.93,951.03,990.14,811.84,850.94,890.04,929.16,968.26,800.9,840.0,879.11,918.21,957.33,794.34,833.44,872.55,911.65,950.76
Nieuw,audi-a4-avant-business-edition-010,,Audi,A4 Avant,Business Edition,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,56990,5,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5,"navigatiesysteem, parkeersensoren achter, airconditioning, cruise control, apple carplay android auto",803.82,841.22,878.62,916.02,953.42,781.95,819.35,856.74,894.14,931.54,771.0,808.41,845.81,883.21,920.61,764.44,801.84,839.24,876.64,914.05
Nieuw,audi-a4-avant-business-edition-011,,Audi,A4 Avant,Business Edition,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,57040,5,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,6,"parkeersensoren achter, lane assist, trekhaak, airconditioning, cruise control, apple carplay android auto",804.39,841.83,879.26,916.69,954.12,782.51,819.95,857.38,894.81,932.24,771.58,809.01,846.45,883.88,921.31,765.02,802.45,839.88,877.32,914.75
Nieuw,audi-a4-avant-business-edition-012,,Audi,A4 Avant,Business Edition,Zwart,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,55690,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3,"panoramadak, airconditioning, apple carplay android auto",788.88,825.42,861.97,898.51,935.06,766.99,803.54,840.08,876.63,913.19,756.06,792.6,829.15,865.69,902.24,749.5,786.04,822.59,859.13,895.68
Nieuw,audi-a4-avant-business-edition-013,,Audi,A4 Avant,Business Edition,Zilver metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,61140,5,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, lane assist, panoramadak, airconditioning, cruise control, apple carplay android auto",851.53,891.66,931.78,971.9,1012.02,829.66,869.78,909.9,950.03,990.15,818.72,858.85,898.97,939.09,979.21,812.15,852.29,892.41,932.53,972.65
Nieuw,audi-a4-avant-business-edition-014,,Audi,A4 Avant,Business Edition,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,57540,5,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,6,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, airconditioning, cruise control, apple carplay android auto",810.14,847.91,885.66,923.42,961.18,788.27,826.02,863.78,901.55,939.31,777.33,815.09,852.85,890.61,928.37,770.76,808.53,846.29,884.05,921.81
Nieuw,audi-a4-avant-business-edition-015,,Audi,A4 Avant,Business Edition,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,58840,5,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, airconditioning, cruise control, apple carplay android auto",825.09,863.7,902.32,940.93,979.55,803.21,841.83,880.44,919.05,957.66,792.28,830.89,869.51,908.11,946.73,785.72,824.32,862.94,901.55,940.17
Nieuw,audi-a4-avant-business-edition-016,,Audi,A4 Avant,Business Edition,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,60690,5,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,True,9,"navigatiesysteem, stoelverwarming, led koplampen, lane assist, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",846.36,886.19,926.02,965.84,1005.67,824.48,864.31,904.13,943.97,983.8,813.55,853.38,893.2,933.03,972.86,806.99,846.81,886.64,926.47,966.29
Nieuw,audi-a4-avant-business-edition-017,,Audi,A4 Avant,Business Edition,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,57540,5,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,6,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, airconditioning, cruise control, apple carplay android auto",810.14,847.91,885.66,923.42,961.18,788.27,826.02,863.78,901.55,939.31,777.33,815.09,852.85,890.61,928.37,770.76,808.53,846.29,884.05,921.81
Nieuw,audi-a4-avant-business-edition-018,,Audi,A4 Avant,Business Edition,Zwart,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,58390,5,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,8,"navigatiesysteem, parkeersensoren achter, led koplampen, keyless entry, trekhaak, airconditioning, cruise control, apple carplay android auto",819.91,858.23,896.55,934.87,973.19,798.04,836.36,874.67,913.0,951.31,787.1,825.42,863.74,902.06,940.38,780.54,818.85,857.18,895.49,933.82
Nieuw,audi-a4-avant-business-edition-019,,Audi,A4 Avant,Business Edition,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,58540,5,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,7,"navigatiesysteem, achteruitrijcamera, led koplampen, trekhaak, airconditioning, cruise control, apple carplay android auto",821.64,860.06,898.47,936.89,975.3,799.76,838.18,876.59,915.01,953.43,788.82,827.24,865.66,904.08,942.49,782.26,820.68,859.1,897.52,935.93
Nieuw,audi-a4-avant-business-edition-020,,Audi,A4 Avant,Business Edition,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.0,,600,0,0,Nieuw,60990,5,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,10,"navigatiesysteem, parkeersensoren achter, led koplampen, keyless entry, lane assist, parkeersensoren voor, panoramadak, airconditioning, cruise control, apple carplay android auto",849.81,889.83,929.86,969.89,1009.91,827.94,867.96,907.98,948.0,988.03,816.99,857.02,897.05,937.07,977.1,810.43,850.46,890.48,930.51,970.54
Nieuw,audi-a5-sportback-advanced-001,,Audi,A5 Sportback,Advanced,Blauw metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,56990,5,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,6,"parkeersensoren achter, achteruitrijcamera, lane assist, airconditioning, cruise control, apple carplay android auto",803.82,841.22,878.62,916.02,953.42,781.95,819.35,856.74,894.14,931.54,771.0,808.41,845.81,883.21,920.61,764.44,801.84,839.24,876.64,914.05
Nieuw,audi-a5-sportback-advanced-002,,Audi,A5 Sportback,Advanced,Groen metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,61440,5,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,12,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",854.98,895.3,935.62,975.94,1016.26,833.1,873.42,913.74,954.06,994.38,822.17,862.49,902.81,943.13,983.45,815.61,855.93,896.25,936.57,976.89
Nieuw,audi-a5-sportback-advanced-003,,Audi,A5 Sportback,Advanced,Blauw metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,59490,5,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, airconditioning, cruise control, apple carplay android auto",832.57,871.61,910.64,949.68,988.72,810.68,849.72,888.76,927.81,966.85,799.75,838.79,877.83,916.87,955.91,793.19,832.23,871.27,910.31,949.35
Nieuw,audi-a5-sportback-advanced-004,,Audi,A5 Sportback,Advanced,Rood metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,60540,5,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,9,"navigatiesysteem, parkeersensoren achter, stoelverwarming, keyless entry, adaptive cruise control, panoramadak, airconditioning, cruise control, apple carplay android auto",844.63,884.36,924.09,963.83,1003.55,822.76,862.49,902.21,941.94,981.68,811.82,851.55,891.28,931.01,970.74,805.26,844.99,884.72,924.45,964.17
Nieuw,audi-a5-sportback-advanced-005,,Audi,A5 Sportback,Advanced,Wit,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,57390,5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,7,"navigatiesysteem, parkeersensoren achter, trekhaak, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",808.42,846.08,883.74,921.41,959.07,786.54,824.21,861.86,899.52,937.19,775.6,813.27,850.93,888.59,926.26,769.04,806.7,844.37,882.03,919.7
Nieuw,audi-a5-sportback-advanced-006,,Audi,A5 Sportback,Advanced,Wit,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,63340,5,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,14,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, lane assist, parkeersensoren voor, adaptive cruise control, trekhaak, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",876.82,918.39,959.96,1001.53,1043.09,854.95,896.52,938.08,979.65,1021.22,844.01,885.58,927.15,968.72,1010.28,837.45,879.02,920.59,962.16,1003.72
Nieuw,audi-a5-sportback-advanced-007,,Audi,A5 Sportback,Advanced,Groen metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,56490,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4,"navigatiesysteem, airconditioning, cruise control, apple carplay android auto",798.07,835.14,872.21,909.28,946.35,776.19,813.27,850.33,887.41,924.48,765.26,802.33,839.4,876.47,913.54,758.7,795.76,832.84,869.9,906.98
Nieuw,audi-a5-sportback-advanced-008,,Audi,A5 Sportback,Advanced,Rood metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,58490,5,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,8,"parkeersensoren achter, achteruitrijcamera, lane assist, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",821.07,859.45,897.83,936.21,974.6,799.19,837.57,875.95,914.34,952.73,788.26,826.63,865.02,903.4,941.79,781.69,820.07,858.46,896.84,935.22
Nieuw,audi-a5-sportback-advanced-009,,Audi,A5 Sportback,Advanced,Zwart,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,60040,5,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, lane assist, parkeersensoren voor, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",838.89,878.28,917.69,957.09,996.49,817.01,856.41,895.81,935.21,974.61,806.07,845.47,884.88,924.27,963.68,799.51,838.91,878.31,917.71,957.12
Nieuw,audi-a5-sportback-advanced-010,,Audi,A5 Sportback,Advanced,Zwart,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,60840,5,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",848.09,888.01,927.94,967.86,1007.79,826.2,866.13,906.06,945.99,985.91,815.27,855.19,895.12,935.05,974.98,808.71,848.63,888.56,928.48,968.41
Nieuw,audi-a5-sportback-advanced-011,,Audi,A5 Sportback,Advanced,Wit,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,56140,5,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,6,"lane assist, parkeersensoren voor, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",794.04,830.89,867.73,904.58,941.41,772.17,809.01,845.85,882.69,919.54,761.23,798.07,834.92,871.76,908.6,754.67,791.51,828.36,865.2,902.03
Nieuw,audi-a5-sportback-advanced-012,,Audi,A5 Sportback,Advanced,Grijs metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,58940,5,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,7,"navigatiesysteem, achteruitrijcamera, lane assist, adaptive cruise control, trekhaak, airconditioning, apple carplay android auto",826.23,864.92,903.6,942.28,980.95,804.36,843.04,881.72,920.4,959.08,793.42,832.1,870.79,909.47,948.14,786.86,825.54,864.22,902.91,941.58
Nieuw,audi-a5-sportback-advanced-013,,Audi,A5 Sportback,Advanced,Bruin metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,58140,5,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,8,"parkeersensoren achter, stoelverwarming, led koplampen, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",817.04,855.19,893.35,931.51,969.65,795.16,833.32,871.47,909.63,947.78,784.22,822.38,860.54,898.7,936.84,777.66,815.82,853.98,892.13,930.28
Nieuw,audi-a5-sportback-advanced-014,,Audi,A5 Sportback,Advanced,Rood metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,62840,5,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, adaptive cruise control, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",871.08,912.31,953.56,994.79,1036.04,849.2,890.44,931.68,972.92,1014.15,838.27,879.5,920.75,961.98,1003.22,831.71,872.94,914.18,955.42,996.66
Nieuw,audi-a5-sportback-advanced-015,,Audi,A5 Sportback,Advanced,Bruin metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,58540,5,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,7,"navigatiesysteem, parkeersensoren achter, keyless entry, trekhaak, camera 360 graden, airconditioning, cruise control",821.64,860.06,898.47,936.89,975.3,799.76,838.18,876.59,915.01,953.43,788.82,827.24,865.66,904.08,942.49,782.26,820.68,859.1,897.52,935.93
Nieuw,audi-a5-sportback-advanced-016,,Audi,A5 Sportback,Advanced,Bruin metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,57190,5,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,5,"parkeersensoren achter, adaptive cruise control, camera 360 graden, airconditioning, apple carplay android auto",806.12,843.64,881.18,918.71,956.25,784.25,821.77,859.3,896.84,934.36,773.3,810.83,848.37,885.9,923.43,766.74,804.27,841.81,879.33,916.87
Nieuw,audi-a5-sportback-advanced-017,,Audi,A5 Sportback,Advanced,Wit,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,57940,5,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,9,"parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",814.74,852.77,890.79,928.81,966.83,792.87,830.89,868.91,906.94,944.96,781.92,819.96,857.98,896.0,934.02,775.36,813.39,851.41,889.43,927.45
Nieuw,audi-a5-sportback-advanced-018,,Audi,A5 Sportback,Advanced,Blauw metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,61840,5,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,13,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, keyless entry, lane assist, parkeersensoren voor, adaptive cruise control, elektrische achterklep, camera 360 graden, airconditioning, cruise control, apple carplay android auto",859.58,900.16,940.75,981.33,1021.91,837.7,878.28,918.87,959.45,1000.03,826.77,867.35,907.94,948.52,989.1,820.21,860.79,901.37,941.96,982.54
Nieuw,audi-a5-sportback-advanced-019,,Audi,A5 Sportback,Advanced,Rood metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,58590,5,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,9,"parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",822.21,860.66,899.12,937.57,976.02,800.34,838.79,877.23,915.68,954.14,789.4,827.85,866.3,904.75,943.2,782.84,821.29,859.74,898.19,936.64
Nieuw,audi-a5-sportback-advanced-020,,Audi,A5 Sportback,Advanced,Zilver metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,60740,5,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, parkeersensoren voor, panoramadak, airconditioning, cruise control, apple carplay android auto",846.93,886.8,926.66,966.51,1006.37,825.06,864.92,904.77,944.64,984.5,814.12,853.99,893.84,933.7,973.56,807.56,847.42,887.28,927.14,967.0
Nieuw,audi-a5-sportback-advanced-021,,Audi,A5 Sportback,Advanced,Groen metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,58040,5,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, stoelverwarming, lane assist, airconditioning, cruise control, apple carplay android auto",815.89,853.98,892.07,930.15,968.25,794.01,832.1,870.19,908.28,946.37,783.08,821.16,859.26,897.34,935.43,776.52,814.6,852.69,890.78,928.87
Nieuw,audi-a5-sportback-advanced-022,,Audi,A5 Sportback,Advanced,Rood metallic,2026,Sedan,Benzine,Handgeschakeld,5,5,150,6.2,,480,0,0,Nieuw,63140,5,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,13,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, keyless entry, lane assist, adaptive cruise control, trekhaak, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",874.52,915.97,957.4,998.83,1040.27,852.65,894.09,935.52,976.96,1018.39,841.71,883.16,924.59,966.02,1007.45,835.15,876.59,918.03,959.46,1000.89
