type,id,kenteken,gebaseerd_op,merk,model,uitvoering,kleur,bouwjaar,carrosserie,brandstof,transmissie,zitplaatsen,deuren,vermogen_pk,verbruik_l_100km,actieradius_km,co2_uitstoot_g_km,bagageruimte_liter,kilometerstand,aantal_vorige_eigenaren,conditie,aanschafprijs,airconditioning,cruise_control,apple_carplay_android_auto,navigatiesysteem,parkeersensoren_achter,achteruitrijcamera,stoelverwarming,led_koplampen,keyless_entry,lane_assist,parkeersensoren_voor,adaptive_cruise_control,trekhaak,elektrische_achterklep,panoramadak,camera_360_graden,aantal_opties,opties_lijst,afbeelding_pad
Nieuw,volkswagen-arteon-shooting-brake-elegance-004,RSB-44-J,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60340,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,8,"parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-005,NXV-52-N,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61290,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,9,"parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-006,KDP-55-D,,Volkswagen,Arteon Shooting Brake,Elegance,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62040,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,9,"navigatiesysteem, achteruitrijcamera, stoelverwarming, parkeersensoren voor, trekhaak, elektrische achterklep, panoramadak, airconditioning, cruise control",images/volkswagen_arteon-shooting-brake_groen-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-007,VCC-33-G,,Volkswagen,Arteon Shooting Brake,Elegance,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62390,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,10,"navigatiesysteem, led koplampen, keyless entry, lane assist, trekhaak, elektrische achterklep, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_groen-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-008,HRJ-28-B,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60690,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,7,"navigatiesysteem, lane assist, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-009,JJZ-43-Z,,Volkswagen,Arteon Shooting Brake,Elegance,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59990,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,7,"parkeersensoren achter, achteruitrijcamera, led koplampen, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_blauw-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-010,MKD-91-B,,Volkswagen,Arteon Shooting Brake,Elegance,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59190,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,6,"parkeersensoren achter, stoelverwarming, led koplampen, keyless entry, airconditioning, apple carplay android auto",images/volkswagen_arteon-shooting-brake_blauw-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-011,JFB-72-B,,Volkswagen,Arteon Shooting Brake,Elegance,Zwart,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62490,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, adaptive cruise control, trekhaak, airconditioning, cruise control",images/volkswagen_arteon-shooting-brake_zwart_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-012,LMV-34-B,,Volkswagen,Arteon Shooting Brake,Elegance,Wit,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59340,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,7,"stoelverwarming, led koplampen, lane assist, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_wit_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-013,PSH-96-P,,Volkswagen,Arteon Shooting Brake,Elegance,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60590,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, keyless entry, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_blauw-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-014,HZG-36-D,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59540,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,6,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-015,PSF-37-G,,Volkswagen,Arteon Shooting Brake,Elegance,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60640,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_groen-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-016,FSP-60-M,,Volkswagen,Arteon Shooting Brake,Elegance,Zilver metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62840,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,11,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, parkeersensoren voor, adaptive cruise control, trekhaak, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zilver-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-017,VBR-07-D,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,63140,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, lane assist, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-018,BWT-18-H,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62090,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, lane assist, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-019,RHR-04-H,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60390,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,True,8,"parkeersensoren achter, achteruitrijcamera, led koplampen, parkeersensoren voor, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-020,LSX-61-D,,Volkswagen,Arteon Shooting Brake,Elegance,Zilver metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58940,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,6,"parkeersensoren achter, achteruitrijcamera, trekhaak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zilver-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-021,XCK-32-M,,Volkswagen,Arteon Shooting Brake,Elegance,Wit,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59440,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,6,"stoelverwarming, led koplampen, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_wit_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-022,XDG-28-G,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62490,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, parkeersensoren voor, trekhaak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-023,KGV-98-S,,Volkswagen,Arteon Shooting Brake,Elegance,Wit,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61390,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, keyless entry, parkeersensoren voor, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_wit_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-024,VWV-69-X,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58090,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4,"parkeersensoren achter, lane assist, airconditioning, cruise control",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-025,SLL-96-J,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61790,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-026,RVL-97-X,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62890,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-027,FVS-65-F,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58640,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,5,"achteruitrijcamera, stoelverwarming, camera 360 graden, airconditioning, cruise control",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-028,XPK-20-X,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58340,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,5,"stoelverwarming, lane assist, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-029,RTJ-31-D,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62490,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,9,"navigatiesysteem, stoelverwarming, led koplampen, keyless entry, lane assist, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-030,RHR-33-N,,Volkswagen,Arteon Shooting Brake,Elegance,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60490,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, stoelverwarming, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_groen-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-031,LPK-45-L,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60440,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-032,SLH-36-M,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60190,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,8,"parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-033,TXP-22-X,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61540,True,True,True,False,False,True,False,False,False,True,False,True,False,True,True,False,8,"achteruitrijcamera, lane assist, adaptive cruise control, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-034,CDR-20-M,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,64690,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,13,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, trekhaak, elektrische achterklep, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-035,PMF-96-R,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,57290,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,"airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-036,GSC-32-F,,Volkswagen,Arteon Shooting Brake,Elegance,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61490,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_groen-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-037,XLC-08-J,,Volkswagen,Arteon Shooting Brake,Elegance,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60190,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,7,"parkeersensoren achter, keyless entry, adaptive cruise control, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_blauw-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-038,RNT-42-G,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59040,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,4,"achteruitrijcamera, led koplampen, adaptive cruise control, airconditioning",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-039,DKT-27-F,,Volkswagen,Arteon Shooting Brake,Elegance,Zilver metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61640,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,8,"navigatiesysteem, achteruitrijcamera, lane assist, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zilver-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-040,KKB-67-L,,Volkswagen,Arteon Shooting Brake,Elegance,Wit,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61340,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,9,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_wit_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-041,DNC-66-S,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58890,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,5,"parkeersensoren achter, led koplampen, keyless entry, airconditioning, cruise control",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-042,DBG-86-V,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61940,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,9,"navigatiesysteem, parkeersensoren achter, led koplampen, keyless entry, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-043,JHR-71-L,,Volkswagen,Arteon Shooting Brake,Elegance,Wit,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62590,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, parkeersensoren voor, adaptive cruise control, trekhaak, elektrische achterklep, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_wit_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-044,RSK-45-J,,Volkswagen,Arteon Shooting Brake,Elegance,Blauw metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,61490,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_blauw-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-045,PDC-04-R,,Volkswagen,Arteon Shooting Brake,Elegance,Zilver metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59540,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,6,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zilver-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-046,VLJ-26-C,,Volkswagen,Arteon Shooting Brake,Elegance,Grijs metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,62390,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,True,10,"navigatiesysteem, parkeersensoren achter, keyless entry, parkeersensoren voor, adaptive cruise control, trekhaak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_grijs-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-047,CTZ-84-X,,Volkswagen,Arteon Shooting Brake,Elegance,Zwart,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59790,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, led koplampen, keyless entry, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zwart_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-048,LBW-30-K,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58040,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,"camera 360 graden, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-049,HXJ-06-D,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58490,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,4,"navigatiesysteem, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-050,BKD-42-F,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,63740,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,10,"navigatiesysteem, achteruitrijcamera, led koplampen, keyless entry, lane assist, adaptive cruise control, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-051,DHG-52-W,,Volkswagen,Arteon Shooting Brake,Elegance,Bruin metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,58940,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,6,"keyless entry, lane assist, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_bruin-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-052,TRN-53-C,,Volkswagen,Arteon Shooting Brake,Elegance,Zilver metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59390,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,5,"navigatiesysteem, led koplampen, airconditioning, cruise control, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zilver-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-053,NFC-53-M,,Volkswagen,Arteon Shooting Brake,Elegance,Zwart,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,59840,True,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,7,"parkeersensoren achter, achteruitrijcamera, lane assist, elektrische achterklep, panoramadak, airconditioning, apple carplay android auto",images/volkswagen_arteon-shooting-brake_zwart_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-054,DGW-99-F,,Volkswagen,Arteon Shooting Brake,Elegance,Groen metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,63340,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, trekhaak, camera 360 graden, airconditioning, apple carplay android auto",images/volkswagen_arteon-shooting-brake_groen-metallic_herkleurd.jpg
Nieuw,volkswagen-arteon-shooting-brake-elegance-055,MFR-04-S,,Volkswagen,Arteon Shooting Brake,Elegance,Rood metallic,2026,Stationwagon,Diesel,Handgeschakeld,5,5,150,5.3,,140,600,0,0,Nieuw,60040,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,6,"navigatiesysteem, stoelverwarming, led koplampen, trekhaak, airconditioning, cruise control",images/volkswagen_arteon-shooting-brake_rood-metallic.jpg
Nieuw,volkswagen-touran-life-001,BVJ-22-W,,Volkswagen,Touran,Life,Rood metallic,2026,MPV,Benzine,Handgeschakeld,7,5,110,6.4,,152,700,0,0,Nieuw,47440,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, lane assist, elektrische achterklep, panoramadak, airconditioning, cruise control, apple carplay android auto",images/volkswagen_touran_rood-metallic_herkleurd.jpg
Nieuw,volkswagen-touran-life-002,SLV-01-R,,Volkswagen,Touran,Life,Zilver metallic,2026,MPV,Benzine,Handgeschakeld,7,5,110,6.4,,152,700,0,0,Nieuw,43990,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,7,"navigatiesysteem, achteruitrijcamera, stoelverwarming, keyless entry, airconditioning, cruise control, apple carplay android auto",images/volkswagen_touran_zilver-metallic_herkleurd.jpg
